PopSize;nbTaxa;minSp;maxSp;Simpson;Sorensen;Nestedness;SimpsonCorr;SorensenCorr;NestednessCorr
50;100;21;30;0.9478291942111846;0.9521017018659012;0.00427250765471654;0.42086473621578735;0.44292882080241136;0.02206408458662401
50;80;21;30;0.9418185410184224;0.9471748878923767;0.005356346873954254;0.3930212906284136;0.4176619473226291;0.0246406566942155
50;60;21;30;0.9273902410620706;0.935607136402365;0.008216895340294461;0.33813850791898437;0.367563674723848;0.029425166804863623
50;40;21;30;0.8771946937182988;0.8992679121494579;0.02207321843115906;0.22222496787585252;0.26313078696929615;0.040905819093443624
60;100;21;30;0.9550855441091561;0.9587508023778293;0.003665258268673144;0.4148002481225832;0.43654454652891617;0.021744298406332963
60;80;21;30;0.950877313937054;0.9554178985405228;0.004540584603468845;0.3921858560582364;0.41668883931312556;0.024502983254889144
60;60;21;30;0.9397604984222024;0.9459949585622835;0.006234460140081111;0.3421110767463438;0.36864421751881554;0.026533140772471764
60;40;21;30;0.9011164274322169;0.9166199708618178;0.015503543429600919;0.2329896907216495;0.2681727269746549;0.035183036253005395
70;100;21;30;0.9613906720968224;0.9646535925684073;0.0032629204715849403;0.4156974719688;0.43812485051423106;0.02242737854543103
70;80;21;30;0.9573446680835105;0.9610074968001463;0.003662828716635813;0.39070806844967804;0.41320413538268014;0.0224960669330021
70;60;21;30;0.9477321423182545;0.9534170678572389;0.0056849255389843645;0.341265960336865;0.36899520136568503;0.027729241028820018
70;40;21;30;0.9113295551431867;0.9258669126588117;0.014537357515625016;0.2269927920950394;0.2629911506532795;0.0359983585582401
80;100;21;30;0.9654031391843665;0.9683455518129582;0.0029424126285917396;0.41093617491980383;0.4333566242582668;0.02242044933846299
80;80;21;30;0.962966512679944;0.9658777817025785;0.0029112690226344995;0.39396315785346264;0.41440349175557706;0.020440333902114416
80;60;21;30;0.9542717693746294;0.958733393020695;0.004461623646065616;0.3428437983956212;0.3674155929690057;0.024571794573384542
80;40;21;30;0.9221366959347078;0.9352056007081355;0.013068904773427703;0.22844001533154465;0.2651574955851954;0.036717480253650764
90;100;21;30;0.9694834362717575;0.9721142622593348;0.0026308259875773565;0.4138265746333045;0.4365183132988129;0.022691738665508387
90;80;21;30;0.9662979553280312;0.9691638553545041;0.0028659000264729118;0.3891827542617297;0.41122191858608087;0.022039164324351157
90;60;21;30;0.9596097705184583;0.9639351294276806;0.004325358909222254;0.34553510837890705;0.3726283028374267;0.027093194458519654
90;40;21;30;0.9285603547176832;0.9403711276171743;0.011810772899491173;0.2241089001474253;0.2595079098668;0.03539900971937471
100;100;21;30;0.9722113239695547;0.9745010003137231;0.0022896763441684342;0.41166698310233524;0.43321726366714597;0.02155028056481073
100;80;21;30;0.9693055109155191;0.9720425385780315;0.0027370276625123813;0.38709820745355716;0.4101591358819463;0.023060928428389138
100;60;21;30;0.9628228698875795;0.966998200753142;0.004175330865562543;0.34122334317804326;0.3694939339029271;0.02827059072488386
100;40;21;30;0.9372586388484879;0.9483143282102132;0.011055689361725296;0.23004012900366824;0.2684467211676783;0.03840659216401007
200;100;21;30;0.9858328110715662;0.987020375481995;0.0011875644104287764;0.4103274070918659;0.4319596470034949;0.021632239911628992
200;80;21;30;0.9842146157935632;0.9856840039142182;0.001469388120655002;0.3840458295434599;0.4077651454799309;0.02371931593647103
200;60;21;30;0.9806343600910696;0.9829411270681112;0.0023067669770415744;0.336156216378038;0.3655648384489198;0.029408622070881796
200;40;21;30;0.967408600418747;0.9732128910645215;0.005804290645774479;0.228888556943966;0.26649320973379026;0.03760465278982425
300;100;21;30;0.9903790009237692;0.9912280088628563;8.490079390871541E-4;0.4069723668549269;0.4296560667022153;0.022683699847288408
300;80;21;30;0.9893091608681304;0.9903473642903196;0.0010382034221891878;0.3815402812544342;0.4061725913771133;0.024632310122679135
300;60;21;30;0.9871823401880755;0.9885864747549125;0.0014041345668369676;0.3392575838073062;0.36605972307185186;0.026802139264545666
300;40;21;30;0.9784082421560969;0.9821197978267079;0.0037115556706109887;0.23200577567349057;0.26803481425119013;0.03602903857769957
400;100;21;30;0.9927677198032591;0.9933828124948765;6.150926916174138E-4;0.40700149630742355;0.4287698992874343;0.02176840298001076
400;80;21;30;0.9919962608412948;0.9927708256974925;7.745648561977569E-4;0.3826047714000505;0.40710592586409866;0.024501154464048158
400;60;21;30;0.9903180160800646;0.9914037155183507;0.0010856994382860696;0.3383718892108485;0.3657424729547319;0.027370583743883403
400;40;21;30;0.9838079312222603;0.9865983109617308;0.0027903797394704943;0.23300717115467803;0.2690524947934493;0.03604532363877125
500;100;21;30;0.9941848874605507;0.9947007026669308;5.158152063801102E-4;0.40612741221767673;0.42883809713495896;0.02271068491728223
500;80;21;30;0.9936226992760696;0.9942069518880376;5.842526119680391E-4;0.3839423146252692;0.40704998101447304;0.023107666389203863
500;60;21;30;0.9922572872680351;0.993123123571674;8.658363036389005E-4;0.33889315435636047;0.3661496371468253;0.02725648279046483
500;40;21;30;0.9869341652256708;0.9892460510511983;0.0023118858255275487;0.2320345658130118;0.2689825426469359;0.03694797683392409
600;100;21;30;0.9951569127187917;0.9955646904367517;4.077777179599673E-4;0.4065045479482536;0.4279867829282935;0.021482234980039927
600;80;21;30;0.9946897050681299;0.9951799537455388;4.902486774088777E-4;0.38437981700919055;0.4076611785108999;0.02328136150170934
600;60;21;30;0.99358274225148;0.9942886558710916;7.059136196115867E-4;0.3404126134075333;0.36720893461871407;0.02679632121118075
600;40;21;30;0.9888477219730156;0.9908656151815448;0.0020178932085291867;0.2281325689677142;0.26556353043634945;0.037430961468635254
700;100;21;30;0.9958415675813462;0.9961995384171348;3.5797083578859024E-4;0.40625155886065994;0.4282222315628829;0.02197067270222297
700;80;21;30;0.9953952246793611;0.9958325511369196;4.3732645755845123E-4;0.3818065981436341;0.40572704642889773;0.02392044828526363
700;60;21;30;0.9944680187769404;0.9950599852986316;5.919665216912451E-4;0.33933227594288395;0.3652849464045656;0.02595267046168165
700;40;21;30;0.9905949116033025;0.9922434015351419;0.0016484899318394142;0.2313190028614147;0.2676636772860741;0.036344674424659384
800;100;21;30;0.9963393070300838;0.9966652121425713;3.259051124875345E-4;0.4049145037660425;0.42764679190552923;0.022732288139486745
800;80;21;30;0.995968174771687;0.9963518235316718;3.8364875998486703E-4;0.3817874177766997;0.40574308946037707;0.02395567168367735
800;60;21;30;0.9951372673727091;0.9956834986553844;5.462312826752802E-4;0.3384555492754025;0.36575297996271183;0.027297430687309332
800;40;21;30;0.991808176964051;0.993198654079081;0.0013904771150300421;0.2323531659756281;0.2674391450110676;0.035085979035439474
900;100;21;30;0.996748142977754;0.9970336039121502;2.854609343961867E-4;0.4051683693730031;0.4275605901290826;0.022392220756079495
900;80;21;30;0.9964363228318943;0.9967727649943041;3.364421624098002E-4;0.38323131930884263;0.40700741451081063;0.023776095201967995
900;60;21;30;0.9956870493979864;0.9961688039050837;4.817545070973095E-4;0.33907101115698235;0.36621065486313586;0.027139643706153516
900;40;21;30;0.9926416073069705;0.9939310321398918;0.001289424832921271;0.23063672070299487;0.2668295174408491;0.03619279673785422
1000;100;21;30;0.997075317062297;0.997330215063206;2.54898000908943E-4;0.4054112839974901;0.42763078420260964;0.022219500205119536
1000;80;21;30;0.9967779010144945;0.9970831875195697;3.052865050752196E-4;0.38222541238611474;0.4060629120441478;0.023837499658033057
1000;60;21;30;0.9961055717470985;0.9965331318727075;4.275601256090722E-4;0.3384292818605453;0.3650348376011426;0.02660555574059731
1000;40;21;30;0.9933283729769411;0.9945024651165448;0.001174092139603733;0.22945156326060345;0.26567746645739004;0.03622590319678659
50;100;31;40;0.9392100577740634;0.9435645735296598;0.004354515755596422;0.38195439835680406;0.4007579176606277;0.018803519303823624
50;80;31;40;0.9296101421054812;0.9344888083440976;0.004878666238616436;0.34566265617056674;0.3632936344353587;0.017630978264791985
50;60;31;40;0.9023831347387717;0.9128433328218506;0.010460198083078853;0.26994790238552235;0.2952503846344732;0.02530248224895082
50;40;31;40;0.593287037037037;0.7183166332665331;0.12502959622949605;0.05513250731371536;0.0925617956637159;0.03742928835000054
60;100;31;40;0.948578067383947;0.9519743359909422;0.0033962686069951564;0.38076603337456155;0.3978587905912972;0.017092757216735643
60;80;31;40;0.939832309872461;0.944777130470126;0.0049448205976649895;0.3423967991051262;0.3631714354161676;0.020774636311041372
60;60;31;40;0.9175082814898602;0.9267969170102169;0.009288635520356747;0.27047110941742486;0.29677545257309473;0.026304343155669874
60;40;31;40;0.7094718957949879;0.7940379403794038;0.08456604458441586;0.07527301677907798;0.11387485425573259;0.038601837476654605
70;100;31;40;0.9548492166002134;0.9581191832198916;0.003269966619678266;0.3766475422546131;0.39527220630372495;0.01862466404911184
70;80;31;40;0.9483466609033931;0.9524027642244041;0.004056103321010918;0.34407590370893126;0.3637476896396979;0.019671785930766628
70;60;31;40;0.9281252801769224;0.9358178882617456;0.007692608084823194;0.269510808723347;0.2940796618626904;0.024568853139343427
70;40;31;40;0.6927989981214777;0.7919864320542718;0.09918743393279406;0.06053377395034304;0.09810965969672618;0.03757588574638314
80;100;31;40;0.9608691321484981;0.9634070072254528;0.0025378750769546876;0.38037594281433246;0.3969331308490634;0.01655718803473094
80;80;31;40;0.9536769644056414;0.9575593960789743;0.003882431673332909;0.33979815866141033;0.36063774010121114;0.020839581439800803
80;60;31;40;0.9360064338235294;0.9425257705364606;0.006519336712931145;0.2677556117921583;0.2907688536749187;0.023013241882760438
80;40;31;40;0.7339108910891089;0.8206206077720374;0.08670971668292848;0.06450560208854564;0.10263150501860153;0.0381259029300559
90;100;31;40;0.9649959046232254;0.96749092714777;0.002495022524544588;0.37989269655876606;0.39807901720798905;0.018186320649222987
90;80;31;40;0.9589643380556913;0.9621626228071244;0.0031982847514331336;0.3418074177259272;0.36105768571859315;0.019250267992665937
90;60;31;40;0.9445187407380634;0.9502027575020275;0.005684016763964128;0.27447561628871825;0.2977685152239109;0.023292898935192652
90;40;31;40;0.7633605072463768;0.8417745476569006;0.0784140404105238;0.06689022938328439;0.10572507107607755;0.038834841692793165
100;100;31;40;0.9680548831175949;0.9702703047357526;0.002215421618157687;0.37736359686919113;0.39493977946532544;0.017576182596134304
100;80;31;40;0.9627179277201905;0.9658453762931375;0.0031274485729470003;0.34056551271984326;0.3612559259204561;0.020690413200612823
100;60;31;40;0.9473707919156732;0.9533670828815285;0.0059962909658553;0.2647151374279924;0.2902171469766896;0.02550200954869719
100;40;31;40;0.7891313597957571;0.8600391357850357;0.07090777598927855;0.06963396841743906;0.10944643971114129;0.03981247129370223
200;100;31;40;0.9837780307790766;0.9848713218996049;0.0010932911205283613;0.37750862865933904;0.3943051174984005;0.016796488839061485
200;80;31;40;0.9808217021010879;0.9823671545819438;0.0015454524808559134;0.33837172382077213;0.3577901581159905;0.01941843429521839
200;60;31;40;0.9728808898123816;0.9758968248310231;0.0030159350186415024;0.26402600579657265;0.2881970030086208;0.02417099721204813
200;40;31;40;0.8631511776308156;0.9168775950058433;0.0537264173750277;0.059331124216940014;0.0993461764846248;0.04001505226768479
300;100;31;40;0.9890140253998725;0.9898281969382642;8.141715383916948E-4;0.3750654912771528;0.39347619879635765;0.018410707519204872
300;80;31;40;0.9872159090909091;0.9882692018801891;0.0010532927892800137;0.33985330073349634;0.3596467072378884;0.01979340650439204
300;60;31;40;0.9820983237939493;0.9841459615499212;0.0020476377559718317;0.26779510804359363;0.29270442574047073;0.024909317696877098
300;40;31;40;0.9119019691032968;0.9448647128956178;0.032962743792321;0.06455208916700085;0.10253375314904156;0.03798166398204071
400;100;31;40;0.9917344452724092;0.9923467640121747;6.123187397655272E-4;0.37496877841164544;0.39332110148682875;0.018352323075183308
400;80;31;40;0.9903718835135734;0.9911606849729441;7.888014593706583E-4;0.3396342662137871;0.35924326725695904;0.019609001043171925
400;60;31;40;0.9864482996107531;0.9879443227044038;0.0014960230936507113;0.26683926665244767;0.2906505248824613;0.02381125823001362
400;40;31;40;0.9375621147769662;0.960643635280832;0.023081520503865804;0.06983630513219977;0.10876955490641127;0.038933249774211504
500;100;31;40;0.9934059485852841;0.993870556519195;4.6460793391089883E-4;0.3760168358444182;0.3934202330027373;0.017403397158319123
500;80;31;40;0.9922186152642273;0.9928534243370897;6.348090728623967E-4;0.3377690989257309;0.3572061070272474;0.019437008101516495
500;60;31;40;0.9890965270785208;0.9903291598922811;0.0012326328137602927;0.26624654381860047;0.2905862009221095;0.02433965710350905
500;40;31;40;0.945182786091877;0.9662632383854468;0.021080452293569807;0.06451985886161754;0.10278900095479093;0.03826914209317339
600;100;31;40;0.9944869625599583;0.9948929255833744;4.0596302341611157E-4;0.37550507495361707;0.3937027785481487;0.018197703594531656
600;80;31;40;0.9935154133026735;0.9940518394145142;5.364261118407931E-4;0.33805788321955377;0.3577656411828257;0.019707757963271955
600;60;31;40;0.990909710409346;0.991928673985024;0.0010189635756781001;0.2665171113154519;0.2906046873158713;0.024087576000419386
600;40;31;40;0.9585235627929929;0.9735877065247653;0.01506414373177245;0.07152384442357566;0.10942537176323648;0.03790152733966082
700;100;31;40;0.9952654696889301;0.995605332703661;3.39863014730879E-4;0.3752389635492748;0.39293920065673105;0.017700237107456274
700;80;31;40;0.994420175644223;0.9948934985731834;4.7332292896040684E-4;0.337393672371185;0.35759635712389976;0.02020268475271475
700;60;31;40;0.9921256432078891;0.9930129282008031;8.87284992914017E-4;0.2646973854960464;0.28879347884127055;0.024096093345224168
700;40;31;40;0.9614013009358869;0.9759047887782458;0.014503487842358886;0.06643665885455807;0.10371783046128746;0.03728117160672939
800;100;31;40;0.9958495391462018;0.9961515804082464;3.0204126204458337E-4;0.37493856776280676;0.3928787031510011;0.017940135388194334
800;80;31;40;0.9951331542766348;0.9955387745226233;4.0562024598844726E-4;0.33826534345471043;0.3581037416828262;0.019838398228115783
800;60;31;40;0.9931401297320671;0.9939299349519458;7.898052198787031E-4;0.26575238976816534;0.29045667105670797;0.02470428128854263
800;40;31;40;0.9632064165685262;0.9782129019127456;0.015006485344219334;0.06142647427144586;0.10091897661392579;0.03949250234247993
900;100;31;40;0.9963012631742814;0.9965686760949185;2.674129206371445E-4;0.37444618646530325;0.3922472653220473;0.017801078856744035
900;80;31;40;0.9956756702439535;0.9960296589278159;3.539886838623829E-4;0.3384782180788303;0.3579385824082318;0.019460364329401514
900;60;31;40;0.9939113717794801;0.9945842823707488;6.729105912687272E-4;0.2661934088694144;0.28982623260524254;0.023632823735828146
900;40;31;40;0.9670385055114841;0.9806062646353124;0.013567759123828349;0.06120608813416266;0.10101233644494766;0.039806248310785
1000;100;31;40;0.9966678462789507;0.9969144730162368;2.466267372861486E-4;0.374300939828124;0.3925357808332789;0.018234841005154878
1000;80;31;40;0.996104666557695;0.9964269088669795;3.222423092844595E-4;0.3383770460968137;0.358044112071902;0.019667065975088327
1000;60;31;40;0.9944905741473596;0.9951196306704411;6.290565230814282E-4;0.26525382631893474;0.28967437673235835;0.024420550413423614
1000;40;31;40;0.972785128765837;0.9833200150590756;0.010534886293238621;0.06671950622166695;0.10546895393521705;0.0387494477135501
