row;effect;pert;sdom;vp;milieu;Col1;Col2;Col3;Col4;Col5;Col6;Col7;Col8;Col9;Col10;Col11;Col12;Col13;Col15;Col16;Col17;Col18;Col19;Col20;Col21;Col22;Col23;Col24;Col25;Col26;Col27;Col28;Col29;Col30;Col31;Col33;Col34;Col35
18;ldhp*vp;;;MJ1;;-0.0083099986285119000000000;-0.0001167814510714000000000;0.0000017868694234000000000;0.0000998396246435000000000;-0.0003622490910162000000000;-0.0000938040584646000000000;-0.0001609888166281000000000;0.0000791447225784000000000;-0.0002944520346765000000000;-0.0000037974551384000000000;-0.0002353259632660000000000;-0.0000162543934525000000000;-0.0000360487740821000000000;0.0085771692584780000000000;0.0086511879623484000000000;0.0085558864344277000000000;0.0098377847867531000000000;0.0086322538646288000000000;0.0084485437240210000000000;0.0085089466563599000000000;0.0085333283437560000000000;0.0084227156431281000000000;0.0083776431708956000000000;0.0084262881754733000000000;0.0084384308764763000000000;0.0085696771188728000000000;0.0086377852627526000000000;0.0085183744367023000000000;0.0085466092651826000000000;0.0085201063781923000000000;0.0000375674731810000000000;-0.0000089895202875000000000;0.0000059684829209000000000
19;ldhp*vp;;;MJ2;;-0.0084704406691760000000000;-0.0000885472175874000000000;0.0000016906018268000000000;0.0000706280713185000000000;-0.0003372671165928000000000;0.0000382924567905000000000;-0.0000533299441352000000000;0.0002755126078600000000000;-0.0002101099199404000000000;0.0000309673438483000000000;-0.0002956454638130000000000;-0.0000001298123870000000000;-0.0000215104940992000000000;0.0086351041159190000000000;0.0086930225422641000000000;0.0086121670226017000000000;0.0086322538646288000000000;0.0091824791421742000000000;0.0085359042213486000000000;0.0086156108337442000000000;0.0086276352453888000000000;0.0085158847164187000000000;0.0083949353977612000000000;0.0085343789219709000000000;0.0085162630198427000000000;0.0086774205334700000000000;0.0086934439191038000000000;0.0086030498285385000000000;0.0086656943325393000000000;0.0086281959405265000000000;0.0000334410658567000000000;0.0000019854397107000000000;-0.0000078060069283000000000
20;ldhp*vp;;;MS1;;-0.0085133474657617000000000;-0.0001318166498566000000000;0.0000025734876439000000000;0.0000891272355538000000000;0.0000710783098982000000000;0.0003774811811864000000000;0.0002733272016579000000000;0.0005678923691961000000000;0.0001716486186471000000000;-0.0003455101333467000000000;0.0000776027683273000000000;-0.0001126514221324000000000;-0.0001724511729531000000000;0.0085914296609003000000000;0.0084912052542263000000000;0.0086313753357402000000000;0.0084485437240210000000000;0.0085359042213486000000000;0.0095669224898756000000000;0.0088091112268611000000000;0.0088774132483719000000000;0.0089833120974029000000000;0.0085375076705952000000000;0.0087906464213332000000000;0.0089057839883910000000000;0.0086536721395597000000000;0.0084930284084851000000000;0.0087328636795471000000000;0.0087319386882846000000000;0.0087674867777974000000000;0.0000227285938457000000000;0.0000056405416276000000000;-0.0000063792712163000000000
21;ldhp*vp;;;MS2;;-0.0088507202534359000000000;-0.0000224196677074000000000;0.0000018167975573000000000;0.0000010538385522000000000;0.0000167881127073000000000;0.0003304941204471000000000;0.0002555148704030000000000;0.0005616524009848000000000;0.0001352854964216000000000;-0.0000094568162588000000000;0.0000298677125766000000000;-0.0001440873643832000000000;-0.0001479815583471000000000;0.0085775788839851000000000;0.0085375993025341000000000;0.0086260017475849000000000;0.0085089466563599000000000;0.0086156108337442000000000;0.0088091112268611000000000;0.0090769033378565000000000;0.0090033999871392000000000;0.0087994656792909000000000;0.0084392446782227000000000;0.0088980078573750000000000;0.0087152450083931000000000;0.0087176027428700000000000;0.0085374655113225000000000;0.0086612502014453000000000;0.0088227245502657000000000;0.0088154039983580000000000;0.0000501361760140000000000;0.0000109662776478000000000;-0.0000139047083753000000000
22;ldhp*vp;;;MS4;;-0.0094797951078728000000000;-0.0000314122647754000000000;0.0000001212672996000000000;0.0000453590722151000000000;-0.0008376555533104000000000;-0.0003734877002266000000000;-0.0003782847457999000000000;0.0002843442818313000000000;-0.0001930528104565000000000;-0.0000601356730467000000000;0.0000726498732836000000000;-0.0001621814211216000000000;0.0001540911995842000000000;0.0086029366511443000000000;0.0085128337888106000000000;0.0086105637435413000000000;0.0085333283437560000000000;0.0086276352453888000000000;0.0088774132483719000000000;0.0090033999871392000000000;0.0332600731229473000000000;0.0087596426194144000000000;0.0083164883631366000000000;0.0089712181436129000000000;0.0087955680843291000000000;0.0087402849143555000000000;0.0084755129783512000000000;0.0086738239858613000000000;0.0089797287156993000000000;0.0089024991863082000000000;0.0003291892991473000000000;0.0000083091012193000000000;-0.0000121084871473000000000
23;ldhp*vp;;;MS6;;-0.0088749711847352000000000;0.0000308728457940000000000;0.0000021867046930000000000;-0.0000353306746659000000000;0.0003628441974333000000000;0.0006298797357560000000000;0.0005251809304838000000000;0.0007596188746297000000000;0.0003675020765191000000000;-0.0001941560777805000000000;0.0002068602210829000000000;0.0000146248416995000000000;-0.0001605794908226000000000;0.0085614454093211000000000;0.0084772303381943000000000;0.0086307314029907000000000;0.0084227156431281000000000;0.0085158847164187000000000;0.0089833120974029000000000;0.0087994656792909000000000;0.0087596426194144000000000;0.0111312786663626000000000;0.0085513613968080000000000;0.0087998356149005000000000;0.0088760835779039000000000;0.0086598206668381000000000;0.0084795033245123000000000;0.0087113585745033000000000;0.0087392198617899000000000;0.0087687179466776000000000;-0.0000246830210499000000000;0.0000046191849717000000000;-0.0000124451245848000000000
24;ldhp*vp;;;RB1;;-0.0084493499199156000000000;-0.0000421090910356000000000;0.0000011046107255000000000;0.0000567375315261000000000;0.0002450072186675000000000;0.0004379551613942000000000;0.0002952308338335000000000;0.0003909336992817000000000;0.0004003155537858000000000;0.0000957640893339000000000;0.0002310901244304000000000;0.0001581961465966000000000;0.0001235025770665000000000;0.0084260125593263000000000;0.0084001133960843000000000;0.0084379065454784000000000;0.0083776431708956000000000;0.0083949353977612000000000;0.0085375076705952000000000;0.0084392446782227000000000;0.0083164883631366000000000;0.0085513613968080000000000;0.0105572939262019000000000;0.0084819527297423000000000;0.0085174455976646000000000;0.0084307248203843000000000;0.0084112881787448000000000;0.0084702158349865000000000;0.0084225463658712000000000;0.0084479013144219000000000;-0.0000723498265382000000000;0.0000069525481413000000000;0.0000045621737303000000000
25;ldhp*vp;;;RB5;;-0.0090320995073805000000000;0.0000294340277955000000000;-0.0000007060125852000000000;0.0000111185784994000000000;0.0009136440512546000000000;0.0011489488013361000000000;0.0010234372331155000000000;0.0011664344670010000000000;0.0007764354166721000000000;0.0004517005800366000000000;0.0004873560309978000000000;-0.0001395199254818000000000;0.0002128326930492000000000;0.0085092733257473000000000;0.0084915081402237000000000;0.0085683801295160000000000;0.0084262881754733000000000;0.0085343789219709000000000;0.0087906464213332000000000;0.0088980078573750000000000;0.0089712181436129000000000;0.0087998356149005000000000;0.0084819527297423000000000;0.0113571037473833000000000;0.0087254194307203000000000;0.0087267176982345000000000;0.0085260610764032000000000;0.0086675674993476000000000;0.0088082305204102000000000;0.0088673368736773000000000;-0.0000918261310096000000000;0.0000182189448406000000000;-0.0000293158729459000000000
26;ldhp*vp;;;RC3;;-0.0084513882002944000000000;-0.0000857131219028000000000;-0.0000032280713355000000000;0.0001009239580058000000000;0.0000398444221546000000000;0.0003243229142637000000000;0.0001699806986735000000000;0.0004976566731804000000000;0.0001103972143761000000000;-0.0003160063902835000000000;0.0000289091411169000000000;-0.0000663015537624000000000;-0.0001062293398834000000000;0.0085673019718326000000000;0.0084990374039482000000000;0.0085878317978952000000000;0.0084384308764763000000000;0.0085162630198427000000000;0.0089057839883910000000000;0.0087152450083931000000000;0.0087955680843291000000000;0.0088760835779039000000000;0.0085174455976646000000000;0.0087254194307203000000000;0.0120193854756549000000000;0.0085823139328679000000000;0.0085248488142469000000000;0.0087300381576977000000000;0.0086383278180984000000000;0.0086497667827241000000000;0.0000177024190747000000000;0.0000026520814544000000000;-0.0000123273092162000000000
27;ldhp*vp;;;RE2;;-0.0089277039276265000000000;0.0000209298324441000000000;0.0000034515640927000000000;-0.0000204900522962000000000;0.0001439498612097000000000;0.0004319317723408000000000;0.0002498933623220000000000;0.0006104440296989000000000;0.0001156161833376000000000;0.0001566671801293000000000;0.0000010344210640000000000;0.0000420342962918000000000;0.0000722157455993000000000;0.0086051443534932000000000;0.0086442907571475000000000;0.0086263720890682000000000;0.0085696771188728000000000;0.0086774205334700000000000;0.0086536721395597000000000;0.0087176027428700000000000;0.0087402849143555000000000;0.0086598206668381000000000;0.0084307248203843000000000;0.0087267176982345000000000;0.0085823139328679000000000;0.0153797700006330000000000;0.0086256760090627000000000;0.0086169614001196000000000;0.0087433133221495000000000;0.0087334435176655000000000;0.0000073341844263000000000;0.0000252056351326000000000;0.0000068161411838000000000
28;ldhp*vp;;;RP1;;-0.0083517406677314000000000;-0.0001211612610417000000000;-0.0000006774038851000000000;0.0001348994586459000000000;-0.0004981092576163000000000;0.0004298028846964000000000;0.0000075091609639000000000;0.0004962912114376000000000;-0.0002434516486345000000000;0.0001692718847072000000000;-0.0000388116316872000000000;0.0001154019825558000000000;0.0000743964408594000000000;0.0086782727822717000000000;0.0088965345526903000000000;0.0086861111866224000000000;0.0086377852627526000000000;0.0086934439191038000000000;0.0084930284084851000000000;0.0085374655113225000000000;0.0084755129783512000000000;0.0084795033245123000000000;0.0084112881787448000000000;0.0085260610764032000000000;0.0085248488142469000000000;0.0086256760090627000000000;0.0117478955962052000000000;0.0086237750043930000000000;0.0085633966696171000000000;0.0085391461908180000000000;-0.0000235891668411000000000;-0.0000028079273287000000000;-0.0000046665637862000000000
29;ldhp*vp;;;RS1;;-0.0084097966913665000000000;-0.0001026361728934000000000;-0.0000016335633153000000000;0.0000897573572920000000000;0.0000136698294541000000000;0.0003873346663650000000000;0.0001641951433568000000000;0.0005120924562178000000000;0.0000532300043935000000000;-0.0000758876888165000000000;-0.0000202874122047000000000;0.0000080894971002000000000;-0.0000139840029998000000000;0.0085953035151448000000000;0.0086091586594981000000000;0.0086080395392811000000000;0.0085183744367023000000000;0.0086030498285385000000000;0.0087328636795471000000000;0.0086612502014453000000000;0.0086738239858613000000000;0.0087113585745033000000000;0.0084702158349865000000000;0.0086675674993476000000000;0.0087300381576977000000000;0.0086169614001196000000000;0.0086237750043930000000000;0.0097861451182785000000000;0.0086349550476905000000000;0.0086295091061699000000000;-0.0000032023350449000000000;-0.0000004914367149000000000;-0.0000168037716374000000000
30;ldhp*vp;;;RS2;;-0.0094878265512270000000000;0.0000258359696388000000000;0.0000025607086412000000000;-0.0000457086976805000000000;0.0005083536945358000000000;0.0008276369233887000000000;0.0007438976048308000000000;0.0010682762326576000000000;0.0006372157573095000000000;0.0005986377208511000000000;0.0004896834556935000000000;0.0004736246073956000000000;0.0003934352630036000000000;0.0085874954016537000000000;0.0085678431460696000000000;0.0086319752399570000000000;0.0085466092651826000000000;0.0086656943325393000000000;0.0087319386882846000000000;0.0088227245502657000000000;0.0089797287156993000000000;0.0087392198617899000000000;0.0084225463658712000000000;0.0088082305204102000000000;0.0086383278180984000000000;0.0087433133221495000000000;0.0085633966696171000000000;0.0086349550476905000000000;0.0099820948722184000000000;0.0088098438319397000000000;0.0000485716015091000000000;0.0000164325516708000000000;-0.0000109887274028000000000
31;ldhp*vp;;;RS3;;-0.0089945664109660000000000;-0.0000046307454694000000000;0.0000045717417256000000000;-0.0000192479065420000000000;0.0002327389188599000000000;0.0004640772748558000000000;0.0004544339909513000000000;0.0006989289714604000000000;0.0002800835519699000000000;0.0001443092925967000000000;0.0001361507920675000000000;-0.0000165572552684000000000;0.0000336189931201000000000;0.0085778519111771000000000;0.0085493665881660000000000;0.0086149910799308000000000;0.0085201063781923000000000;0.0086281959405265000000000;0.0087674867777974000000000;0.0088154039983580000000000;0.0089024991863082000000000;0.0087687179466776000000000;0.0084479013144219000000000;0.0088673368736773000000000;0.0086497667827241000000000;0.0087334435176655000000000;0.0085391461908180000000000;0.0086295091061699000000000;0.0088098438319397000000000;0.0123831434977899000000000;0.0000188187531749000000000;0.0000274015845426000000000;-0.0000020222429895000000000
33;ldhp*tmoy;;;;;0.0000640067004709000000000;0.0000049779118458000000000;0.0000000354788083000000000;-0.0000054489396767000000000;-0.0009827507918039000000000;-0.0008931843431658000000000;-0.0008452478077619000000000;-0.0006418829162383000000000;-0.0006779252754894000000000;-0.0004814266002240000000000;-0.0004615689283850000000000;-0.0003453406668442000000000;-0.0003226562555810000000000;0.0000287876648137000000000;0.0000045680617442000000000;0.0000111719000331000000000;0.0000375674731810000000000;0.0000334410658567000000000;0.0000227285938457000000000;0.0000501361760140000000000;0.0003291892991473000000000;-0.0000246830210499000000000;-0.0000723498265382000000000;-0.0000918261310096000000000;0.0000177024190747000000000;0.0000073341844263000000000;-0.0000235891668411000000000;-0.0000032023350449000000000;0.0000485716015091000000000;0.0000188187531749000000000;0.0001655842736023000000000;-0.0000049514596128000000000;0.0000030178423729000000000
34;ldhp*pert;INT;;;;-0.0000664283548990000000000;-0.0000023300651550000000000;0.0000015729485289000000000;0.0000104394875671000000000;0.0000225711341082000000000;0.0000083747343563000000000;-0.0000087786014493000000000;0.0000003031156966000000000;0.0000100673891299000000000;0.0000005700418297000000000;0.0000156921469557000000000;0.0000040062186619000000000;0.0000132562265282000000000;-0.0000184699053312000000000;0.0000034623823853000000000;-0.0000074385817314000000000;-0.0000089895202875000000000;0.0000019854397107000000000;0.0000056405416276000000000;0.0000109662776478000000000;0.0000083091012193000000000;0.0000046191849717000000000;0.0000069525481413000000000;0.0000182189448406000000000;0.0000026520814544000000000;0.0000252056351326000000000;-0.0000028079273287000000000;-0.0000004914367149000000000;0.0000164325516708000000000;0.0000274015845426000000000;-0.0000049514596128000000000;0.0002992977812624000000000;0.0000181333890122000000000
35;ldhp*pert;MOY;;;;0.0000458056003270000000000;-0.0000516598086224000000000;0.0000013249640953000000000;0.0000428465025405000000000;0.0000082622925644000000000;0.0000129316504985000000000;0.0000108204473288000000000;0.0000078879477137000000000;0.0000080072822323000000000;0.0000087609303505000000000;0.0000072324747510000000000;-0.0000098237391187000000000;0.0000026352208200000000000;0.0000132933484578000000000;0.0000035134961695000000000;-0.0000052571286142000000000;0.0000059684829209000000000;-0.0000078060069283000000000;-0.0000063792712163000000000;-0.0000139047083753000000000;-0.0000121084871473000000000;-0.0000124451245848000000000;0.0000045621737303000000000;-0.0000293158729459000000000;-0.0000123273092162000000000;0.0000068161411838000000000;-0.0000046665637862000000000;-0.0000168037716374000000000;-0.0000109887274028000000000;-0.0000020222429895000000000;0.0000030178423729000000000;0.0000181333890122000000000;0.0001683408553402000000000
