row;effect;pert;sdom;vp;milieu;Col1;Col2;Col3;Col4;Col5;Col6;Col7;Col8;Col9;Col10;Col12;Col13;Col14;Col15;Col16;Col17;Col19
1;ldhp;;;;;0.0871307142793000000000000;-0.0267637926024990000000000;0.0000396291544030000000000;0.0202634009971639000000000;-0.0185335329935848000000000;-0.0152710270219626000000000;-0.0117205239305019000000000;-0.0077475805234490000000000;-0.0064028002630782000000000;-0.0102964465319242000000000;-0.0064903670990994000000000;-0.0118591671031956000000000;-0.0087767557828826000000000;-0.0107306440722128000000000;-0.0103921029323732000000000;-0.0152405122795752000000000;-0.0000410941241388000000000
2;ldhp2;;;;;-0.0267637926024990000000000;0.0131679896198316000000000;-0.0000868550565471000000000;-0.0112023598003154000000000;0.0022660036144383000000000;0.0021909680273100000000000;0.0010064530668667000000000;0.0019295024743102000000000;0.0005436038909279000000000;0.0011765128442944000000000;-0.0013487204657751000000000;0.0004991832378326000000000;-0.0002879389291229000000000;0.0000013283275823000000000;0.0003838431039407000000000;0.0020942118671040000000000;-0.0000006725739623000000000
3;ldhp*st;;;;;0.0000396291544030000000000;-0.0000868550565471000000000;0.0000049806353113000000000;0.0000795913907355000000000;-0.0000124139895254000000000;-0.0000115580478979000000000;-0.0000193362503551000000000;-0.0000114792184970000000000;-0.0000124153402052000000000;-0.0000073397209684000000000;0.0000435448632749000000000;0.0000319514140420000000000;0.0000391548516514000000000;0.0000356150101439000000000;0.0000395959391505000000000;0.0000124768572068000000000;0.0000000445067077000000000
4;ldhp*rdhp;;;;;0.0202634009971639000000000;-0.0112023598003154000000000;0.0000795913907355000000000;0.0130714927119727000000000;-0.0019649283069692000000000;-0.0019249494735199000000000;-0.0007354561996936000000000;-0.0013532622528989000000000;-0.0004101553526545000000000;-0.0006011323489208000000000;0.0005441671116745000000000;-0.0009815427499648000000000;-0.0002628026399045000000000;-0.0003408688614976000000000;-0.0007549739344979000000000;-0.0020124663421347000000000;-0.0000002888996359000000000
5;ldhp*sdom;;1;;;-0.0185335329935848000000000;0.0022660036144383000000000;-0.0000124139895254000000000;-0.0019649283069692000000000;0.0238847266871606000000000;0.0094326253367353000000000;0.0086894111067187000000000;0.0042915069657083000000000;0.0058898882433105000000000;0.0070235959656685000000000;-0.0016852837588293000000000;-0.0003842515839849000000000;-0.0012983948624693000000000;0.0003333360449908000000000;-0.0000800383044545000000000;0.0010181698985496000000000;0.0000293152185838000000000
6;ldhp*sdom;;2EST;;;-0.0152710270219626000000000;0.0021909680273100000000000;-0.0000115580478979000000000;-0.0019249494735199000000000;0.0094326253367353000000000;0.0170293047512200000000000;0.0071615665961075000000000;0.0042243639768327000000000;0.0051558733043118000000000;0.0067081665692720000000000;-0.0007094235194492000000000;0.0000866172164197000000000;-0.0005203839722037000000000;0.0007450395388744000000000;-0.0012735303310715000000000;0.0003896612226860000000000;0.0000195404013285000000000
7;ldhp*sdom;;2OUEST;;;-0.0117205239305019000000000;0.0010064530668667000000000;-0.0000193362503551000000000;-0.0007354561996936000000000;0.0086894111067187000000000;0.0071615665961075000000000;0.0127303683682278000000000;0.0041970782145622000000000;0.0052010777595844000000000;0.0058724242346010000000000;-0.0005061581025561000000000;-0.0002987730377669000000000;-0.0000275148389181000000000;0.0006493965181095000000000;0.0002086909320258000000000;0.0005584168473395000000000;0.0000161443113646000000000
8;ldhp*sdom;;3EST;;;-0.0077475805234490000000000;0.0019295024743102000000000;-0.0000114792184970000000000;-0.0013532622528989000000000;0.0042915069657083000000000;0.0042243639768327000000000;0.0041970782145622000000000;0.0098873629626904000000000;0.0045684646668380000000000;0.0040669322578449000000000;-0.0004873641771178000000000;0.0000185116467437000000000;-0.0010454028330269000000000;0.0009602510198440000000000;0.0012326502435556000000000;0.0007934916750092000000000;-0.0000033753413803000000000
9;ldhp*sdom;;3OUEST;;;-0.0064028002630782000000000;0.0005436038909279000000000;-0.0000124153402052000000000;-0.0004101553526545000000000;0.0058898882433105000000000;0.0051558733043118000000000;0.0052010777595844000000000;0.0045684646668380000000000;0.0065848743110324000000000;0.0045324979438898000000000;-0.0009715222292025000000000;-0.0008560240727802000000000;-0.0011556639964734000000000;-0.0000488564025910000000000;0.0004218533979784000000000;0.0002068374242742000000000;0.0000044101188603000000000
10;ldhp*sdom;;4EST;;;-0.0102964465319242000000000;0.0011765128442944000000000;-0.0000073397209684000000000;-0.0006011323489208000000000;0.0070235959656685000000000;0.0067081665692720000000000;0.0058724242346010000000000;0.0040669322578449000000000;0.0045324979438898000000000;0.0138404600449239000000000;-0.0010796344775564000000000;-0.0002862668418827000000000;-0.0000924877257377000000000;0.0009188980112478000000000;-0.0038802122406066000000000;-0.0003942771627560000000000;0.0000109865117584000000000
12;ldhp*vp;;;FE3;;-0.0064903670990994000000000;-0.0013487204657751000000000;0.0000435448632749000000000;0.0005441671116745000000000;-0.0016852837588293000000000;-0.0007094235194492000000000;-0.0005061581025561000000000;-0.0004873641771178000000000;-0.0009715222292025000000000;-0.0010796344775564000000000;0.0155840665781594000000000;0.0101468974556937000000000;0.0103566844801970000000000;0.0101385425180814000000000;0.0102344808970411000000000;0.0097454352046090000000000;-0.0000018729185678000000000
13;ldhp*vp;;;MF1;;-0.0118591671031956000000000;0.0004991832378326000000000;0.0000319514140420000000000;-0.0009815427499648000000000;-0.0003842515839849000000000;0.0000866172164197000000000;-0.0002987730377669000000000;0.0000185116467437000000000;-0.0008560240727802000000000;-0.0002862668418827000000000;0.0101468974556937000000000;0.0122071576417410000000000;0.0101474987207993000000000;0.0101154750725184000000000;0.0100337844198621000000000;0.0100989040677437000000000;0.0000029868241287000000000
14;ldhp*vp;;;MJ1;;-0.0087767557828826000000000;-0.0002879389291229000000000;0.0000391548516514000000000;-0.0002628026399045000000000;-0.0012983948624693000000000;-0.0005203839722037000000000;-0.0000275148389181000000000;-0.0010454028330269000000000;-0.0011556639964734000000000;-0.0000924877257377000000000;0.0103566844801970000000000;0.0101474987207993000000000;0.0161549471261995000000000;0.0102051176893734000000000;0.0098001588841946000000000;0.0098047019567336000000000;-0.0000017115331236000000000
15;ldhp*vp;;;MJ2;;-0.0107306440722128000000000;0.0000013283275823000000000;0.0000356150101439000000000;-0.0003408688614976000000000;0.0003333360449908000000000;0.0007450395388744000000000;0.0006493965181095000000000;0.0009602510198440000000000;-0.0000488564025910000000000;0.0009188980112478000000000;0.0101385425180814000000000;0.0101154750725184000000000;0.0102051176893734000000000;0.0140423607001901000000000;0.0099329353309699000000000;0.0099392509011128000000000;-0.0000006934597027000000000
16;ldhp*vp;;;MS1;;-0.0103921029323732000000000;0.0003838431039407000000000;0.0000395959391505000000000;-0.0007549739344979000000000;-0.0000800383044545000000000;-0.0012735303310715000000000;0.0002086909320258000000000;0.0012326502435556000000000;0.0004218533979784000000000;-0.0038802122406066000000000;0.0102344808970411000000000;0.0100337844198621000000000;0.0098001588841946000000000;0.0099329353309699000000000;0.0198181459019639000000000;0.0104644862916632000000000;-0.0000036005223341000000000
17;ldhp*vp;;;RC3;;-0.0152405122795752000000000;0.0020942118671040000000000;0.0000124768572068000000000;-0.0020124663421347000000000;0.0010181698985496000000000;0.0003896612226860000000000;0.0005584168473395000000000;0.0007934916750092000000000;0.0002068374242742000000000;-0.0003942771627560000000000;0.0097454352046090000000000;0.0100989040677437000000000;0.0098047019567336000000000;0.0099392509011128000000000;0.0104644862916632000000000;0.0201066477864379000000000;0.0000017041443919000000000
19;ldhp*alt;;;;;-0.0000410941241388000000000;-0.0000006725739623000000000;0.0000000445067077000000000;-0.0000002888996359000000000;0.0000293152185838000000000;0.0000195404013285000000000;0.0000161443113646000000000;-0.0000033753413803000000000;0.0000044101188603000000000;0.0000109865117584000000000;-0.0000018729185678000000000;0.0000029868241287000000000;-0.0000017115331236000000000;-0.0000006934597027000000000;-0.0000036005223341000000000;0.0000017041443919000000000;0.0000001277117199000000000
